Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010]
"Expected years of schooling, female",SE.SCH.LIFE.FE,Europe & Central Asia (IDA & IBRD),TEC,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,European Union,EUU,13.4839496612549,15.6554498672485,16.52977
"Expected years of schooling, female",SE.SCH.LIFE.FE,Faroe Islands,FRO,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Fiji,FJI,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Finland,FIN,15.6803197860718,18.41356,17.53999
"Expected years of schooling, female",SE.SCH.LIFE.FE,Fragile and conflict affected situations,FCS,5.23184013366699,5.73943996429443,7.96441
"Expected years of schooling, female",SE.SCH.LIFE.FE,France,FRA,14.3673095703125,15.16447,15.41804
"Expected years of schooling, female",SE.SCH.LIFE.FE,French Polynesia,PYF,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Gabon,GAB,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,"Gambia, The",GMB,..,..,7.92798
"Expected years of schooling, female",SE.SCH.LIFE.FE,Georgia,GEO,..,13.46022,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Germany,DEU,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Ghana,GHA,..,7.19718,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Gibraltar,GIB,..,10.75328,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Greece,GRC,12.3421897888184,14.42188,16.78191
"Expected years of schooling, female",SE.SCH.LIFE.FE,Greenland,GRL,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Grenada,GRD,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Guam,GUM,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Guatemala,GTM,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Guinea,GIN,1.51619005203247,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Guinea-Bissau,GNB,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Guyana,GUY,..,..,11.17661
"Expected years of schooling, female",SE.SCH.LIFE.FE,Haiti,HTI,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Heavily indebted poor countries (HIPC),HPC,4.32558012008667,5.36217021942139,8.16902
"Expected years of schooling, female",SE.SCH.LIFE.FE,High income,HIC,13.5727100372314,15.0548496246338,16.18092
"Expected years of schooling, female",SE.SCH.LIFE.FE,Honduras,HND,..,..,10.74431
"Expected years of schooling, female",SE.SCH.LIFE.FE,"Hong Kong SAR, China",HKG,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Hungary,HUN,11.1740102767944,14.46314,15.64941
"Expected years of schooling, female",SE.SCH.LIFE.FE,IBRD only,IBD,8.61017990112305,9.75152015686035,12.04269
"Expected years of schooling, female",SE.SCH.LIFE.FE,Iceland,ISL,..,17.84237,19.76332
"Expected years of schooling, female",SE.SCH.LIFE.FE,IDA & IBRD total,IBT,7.72211980819702,8.68859958648682,10.7463
"Expected years of schooling, female",SE.SCH.LIFE.FE,IDA blend,IDB,5.7918701171875,6.41980981826782,7.91572
"Expected years of schooling, female",SE.SCH.LIFE.FE,IDA only,IDX,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,IDA total,IDA,5.05831003189087,6.20523977279663,8.2947
"Expected years of schooling, female",SE.SCH.LIFE.FE,India,IND,..,7.29492,10.53427
"Expected years of schooling, female",SE.SCH.LIFE.FE,Indonesia,IDN,..,10.38059,12.37477
"Expected years of schooling, female",SE.SCH.LIFE.FE,"Iran, Islamic Rep.",IRN,..,10.91291,12.62607
"Expected years of schooling, female",SE.SCH.LIFE.FE,Iraq,IRQ,..,7.46219,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Ireland,IRL,12.521050453186,16.93868,17.58343
"Expected years of schooling, female",SE.SCH.LIFE.FE,Isle of Man,IMN,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Israel,ISR,13.1054000854492,15.72836,16.55104
"Expected years of schooling, female",SE.SCH.LIFE.FE,Italy,ITA,12.8080997467041,15.16326,16.95821
"Expected years of schooling, female",SE.SCH.LIFE.FE,Jamaica,JAM,..,11.0681,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Japan,JPN,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Jordan,JOR,11.4414196014404,12.17562,11.74907
"Expected years of schooling, female",SE.SCH.LIFE.FE,Kazakhstan,KAZ,..,12.70152,14.84596
"Expected years of schooling, female",SE.SCH.LIFE.FE,Kenya,KEN,..,8.00697,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Kiribati,KIR,10.5069704055786,10.78887,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,"Korea, Dem. People's Rep.",PRK,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,"Korea, Rep.",KOR,12.8251695632935,14.67747,16.01057
"Expected years of schooling, female",SE.SCH.LIFE.FE,Kosovo,XKX,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Kuwait,KWT,10.8557996749878,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Kyrgyz Republic,KGZ,..,12.01105,12.67011
"Expected years of schooling, female",SE.SCH.LIFE.FE,Lao PDR,LAO,5.50006008148193,7.01157,9.23586
"Expected years of schooling, female",SE.SCH.LIFE.FE,Late-demographic dividend,LTE,9.55716037750244,10.8690500259399,12.91509
"Expected years of schooling, female",SE.SCH.LIFE.FE,Latin America & Caribbean,LCN,12.1963996887207,13.0768404006958,14.1546
"Expected years of schooling, female",SE.SCH.LIFE.FE,Latin America & Caribbean (excluding high income),LAC,12.1770496368408,13.0430002212524,14.10898
"Expected years of schooling, female",SE.SCH.LIFE.FE,Latin America & Caribbean (IDA & IBRD),TLA,12.1540098190308,13.0596103668213,14.0967
"Expected years of schooling, female",SE.SCH.LIFE.FE,Latvia,LVA,..,14.71639,16.35015
"Expected years of schooling, female",SE.SCH.LIFE.FE,Least developed countries: UN classification,LDC,4.3156099319458,5.83198976516724,8.31472
"Expected years of schooling, female",SE.SCH.LIFE.FE,Lebanon,LBN,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Lesotho,LSO,9.51074028015137,9.60244,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Liberia,LBR,..,8.99004,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Libya,LBY,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Liechtenstein,LIE,..,..,13.39752
"Expected years of schooling, female",SE.SCH.LIFE.FE,Lithuania,LTU,..,14.91241,17.51308
"Expected years of schooling, female",SE.SCH.LIFE.FE,Low & middle income,LMY,7.69475984573364,8.65491962432861,10.72513
"Expected years of schooling, female",SE.SCH.LIFE.FE,Low income,LIC,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Lower middle income,LMC,6.68976020812988,7.84149980545044,10.01831
"Expected years of schooling, female",SE.SCH.LIFE.FE,Luxembourg,LUX,..,..,14.03291
"Expected years of schooling, female",SE.SCH.LIFE.FE,"Macao SAR, China",MAC,11.6940202713013,12.53357,13.25768
"Expected years of schooling, female",SE.SCH.LIFE.FE,Madagascar,MDG,6.15525007247925,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Malawi,MWI,4.90438985824585,9.78627,10.65059
"Expected years of schooling, female",SE.SCH.LIFE.FE,Malaysia,MYS,..,12.16646,13.23822
"Expected years of schooling, female",SE.SCH.LIFE.FE,Maldives,MDV,..,11.88297,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Mali,MLI,1.5059700012207,3.76859,6.61376
"Expected years of schooling, female",SE.SCH.LIFE.FE,Malta,MLT,12.313159942627,13.91711,15.33082
"Expected years of schooling, female",SE.SCH.LIFE.FE,Marshall Islands,MHL,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Mauritania,MRT,2.86233997344971,..,7.81359
"Expected years of schooling, female",SE.SCH.LIFE.FE,Mauritius,MUS,10.4900102615356,12.07625,14.40782
"Expected years of schooling, female",SE.SCH.LIFE.FE,Mexico,MEX,..,11.87425,13.5087
"Expected years of schooling, female",SE.SCH.LIFE.FE,"Micronesia, Fed. Sts.",FSM,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Middle East & North Africa,MEA,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Middle East & North Africa (excluding high income),MNA,8.18863964080811,9.69843006134033,11.41492
"Expected years of schooling, female",SE.SCH.LIFE.FE,Middle East & North Africa (IDA & IBRD),TMN,8.17171001434326,9.6712703704834,11.37167
"Expected years of schooling, female",SE.SCH.LIFE.FE,Middle income,MIC,8.07003021240234,9.13712024688721,11.19138
"Expected years of schooling, female",SE.SCH.LIFE.FE,Moldova,MDA,..,11.65911,12.07171
"Expected years of schooling, female",SE.SCH.LIFE.FE,Monaco,MCO,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Mongolia,MNG,..,10.2983,15.29293
"Expected years of schooling, female",SE.SCH.LIFE.FE,Montenegro,MNE,..,..,15.49218
"Expected years of schooling, female",SE.SCH.LIFE.FE,Morocco,MAR,5.28238010406494,7.72362,10.57552
"Expected years of schooling, female",SE.SCH.LIFE.FE,Mozambique,MOZ,..,5.0245,9.10296
"Expected years of schooling, female",SE.SCH.LIFE.FE,Myanmar,MMR,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Namibia,NAM,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Nauru,NRU,..,10.27826,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Nepal,NPL,5.18098020553589,7.52788,11.96233
"Expected years of schooling, female",SE.SCH.LIFE.FE,Netherlands,NLD,14.3775396347046,16.35982,17.06303
"Expected years of schooling, female",SE.SCH.LIFE.FE,New Caledonia,NCL,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,New Zealand,NZL,14.5129995346069,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Nicaragua,NIC,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Niger,NER,1.42043995857239,..,4.09116
"Expected years of schooling, female",SE.SCH.LIFE.FE,Nigeria,NGA,..,7.12727,7.89976
"Expected years of schooling, female",SE.SCH.LIFE.FE,North America,NAC,15.972559928894,15.660400390625,16.661
"Expected years of schooling, female",SE.SCH.LIFE.FE,North Macedonia,MKD,..,11.53371,12.85984
"Expected years of schooling, female",SE.SCH.LIFE.FE,Northern Mariana Islands,MNP,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Norway,NOR,14.2629899978638,18.18126,18.25473
"Expected years of schooling, female",SE.SCH.LIFE.FE,OECD members,OED,12.9286804199219,14.3644504547119,15.65771
"Expected years of schooling, female",SE.SCH.LIFE.FE,Oman,OMN,7.15984010696411,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Other small states,OSS,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Pacific island small states,PSS,10.6435403823853,10.8881196975708,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Pakistan,PAK,3.00677990913391,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Palau,PLW,..,14.84736,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Panama,PAN,..,12.89877,13.29765
"Expected years of schooling, female",SE.SCH.LIFE.FE,Papua New Guinea,PNG,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Paraguay,PRY,..,11.77284,12.52712
"Expected years of schooling, female",SE.SCH.LIFE.FE,Peru,PER,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Philippines,PHL,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Poland,POL,12.4882898330688,15.14741,16.10016
"Expected years of schooling, female",SE.SCH.LIFE.FE,Portugal,PRT,..,16.07436,16.33404
"Expected years of schooling, female",SE.SCH.LIFE.FE,Post-demographic dividend,PST,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Pre-demographic dividend,PRE,4.99392986297607,5.83114004135132,8.04362
"Expected years of schooling, female",SE.SCH.LIFE.FE,Puerto Rico,PRI,..,..,18.02477
"Expected years of schooling, female",SE.SCH.LIFE.FE,Qatar,QAT,13.0479402542114,..,13.62483
"Expected years of schooling, female",SE.SCH.LIFE.FE,Romania,ROU,11.7969598770142,11.83578,16.09685
"Expected years of schooling, female",SE.SCH.LIFE.FE,Russian Federation,RUS,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Rwanda,RWA,5.46537017822266,..,11.275
"Expected years of schooling, female",SE.SCH.LIFE.FE,Samoa,WSM,..,12.38273,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,San Marino,SMR,..,15.29884,16.8928
"Expected years of schooling, female",SE.SCH.LIFE.FE,Sao Tome and Principe,STP,..,..,10.19198
"Expected years of schooling, female",SE.SCH.LIFE.FE,Saudi Arabia,SAU,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Senegal,SEN,..,..,7.92413
"Expected years of schooling, female",SE.SCH.LIFE.FE,Serbia,SRB,..,..,13.88523
"Expected years of schooling, female",SE.SCH.LIFE.FE,Seychelles,SYC,..,12.71132,13.92679
"Expected years of schooling, female",SE.SCH.LIFE.FE,Sierra Leone,SLE,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Singapore,SGP,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Sint Maarten (Dutch part),SXM,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Slovak Republic,SVK,..,13.35281,15.63905
"Expected years of schooling, female",SE.SCH.LIFE.FE,Slovenia,SVN,..,15.40439,18.02991
"Expected years of schooling, female",SE.SCH.LIFE.FE,Small states,SST,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Solomon Islands,SLB,5.37433004379272,6.22876,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Somalia,SOM,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,South Africa,ZAF,11.626350402832,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,South Asia,SAS,5.62622976303101,6.9614200592041,9.87096
"Expected years of schooling, female",SE.SCH.LIFE.FE,South Asia (IDA & IBRD),TSA,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,South Sudan,SSD,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Spain,ESP,14.2784900665283,16.12483,16.74653
"Expected years of schooling, female",SE.SCH.LIFE.FE,Sri Lanka,LKA,..,..,13.83372
"Expected years of schooling, female",SE.SCH.LIFE.FE,St. Kitts and Nevis,KNA,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,St. Lucia,LCA,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,St. Martin (French part),MAF,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,St. Vincent and the Grenadines,VCT,..,13.27559,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Sub-Saharan Africa,SSF,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Sub-Saharan Africa (excluding high income),SSA,5.34836006164551,6.1981201171875,8.3608
"Expected years of schooling, female",SE.SCH.LIFE.FE,Sub-Saharan Africa (IDA & IBRD),TSS,5.34911012649536,6.19860982894897,8.36109
"Expected years of schooling, female",SE.SCH.LIFE.FE,Sudan,SDN,..,..,6.89822
"Expected years of schooling, female",SE.SCH.LIFE.FE,Suriname,SUR,12.7514095306396,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Sweden,SWE,13.1504001617432,20.46148,16.70428
"Expected years of schooling, female",SE.SCH.LIFE.FE,Switzerland,CHE,12.853569984436,14.83681,15.51433
"Expected years of schooling, female",SE.SCH.LIFE.FE,Syrian Arab Republic,SYR,9.24919033050537,..,11.55269
"Expected years of schooling, female",SE.SCH.LIFE.FE,Tajikistan,TJK,..,8.81497,10.3847
"Expected years of schooling, female",SE.SCH.LIFE.FE,Tanzania,TZA,..,..,9.15522
"Expected years of schooling, female",SE.SCH.LIFE.FE,Thailand,THA,..,..,13.72848
"Expected years of schooling, female",SE.SCH.LIFE.FE,Timor-Leste,TLS,..,..,12.00266
"Expected years of schooling, female",SE.SCH.LIFE.FE,Togo,TGO,5.34224987030029,7.62978,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Tonga,TON,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Trinidad and Tobago,TTO,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Tunisia,TUN,9.47478008270264,13.03442,15.18051
"Expected years of schooling, female",SE.SCH.LIFE.FE,Turkey,TUR,7.75091981887817,..,13.20369
"Expected years of schooling, female",SE.SCH.LIFE.FE,Turkmenistan,TKM,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Turks and Caicos Islands,TCA,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Tuvalu,TUV,10.0587701797485,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Uganda,UGA,4.95631980895996,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Ukraine,UKR,..,13.1864,15.11255
"Expected years of schooling, female",SE.SCH.LIFE.FE,United Arab Emirates,ARE,10.9651298522949,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,United Kingdom,GBR,13.7150402069092,16.37758,16.74864
"Expected years of schooling, female",SE.SCH.LIFE.FE,United States,USA,15.8403396606445,15.59633,16.75818
"Expected years of schooling, female",SE.SCH.LIFE.FE,Upper middle income,UMC,9.68760967254639,11.0182399749756,13.15308
"Expected years of schooling, female",SE.SCH.LIFE.FE,Uruguay,URY,..,15.01159,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Uzbekistan,UZB,..,10.65978,11.34324
"Expected years of schooling, female",SE.SCH.LIFE.FE,Vanuatu,VUT,..,10.12318,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,"Venezuela, RB",VEN,..,11.08308,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Vietnam,VNM,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Virgin Islands (U.S.),VIR,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,West Bank and Gaza,PSE,..,11.32743,13.9807
"Expected years of schooling, female",SE.SCH.LIFE.FE,World,WLD,8.37646007537842,9.37240028381348,11.28873
"Expected years of schooling, female",SE.SCH.LIFE.FE,"Yemen, Rep.",YEM,..,..,7.29437
"Expected years of schooling, female",SE.SCH.LIFE.FE,Zambia,ZMB,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Zimbabwe,ZWE,..,9.96513,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Afghanistan,AFG,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Albania,ALB,11.8843603134155,10.55389,12.64353
"Expected years of schooling, male",SE.SCH.LIFE.MA,Algeria,DZA,..,..,13.78423
"Expected years of schooling, male",SE.SCH.LIFE.MA,American Samoa,ASM,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Andorra,AND,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Angola,AGO,..,..,9.78015
"Expected years of schooling, male",SE.SCH.LIFE.MA,Antigua and Barbuda,ATG,..,..,14.67098
"Expected years of schooling, male",SE.SCH.LIFE.MA,Arab World,ARB,9.51731967926025,10.1178998947144,11.13724
"Expected years of schooling, male",SE.SCH.LIFE.MA,Argentina,ARG,..,14.89654,16.02111
"Expected years of schooling, male",SE.SCH.LIFE.MA,Armenia,ARM,..,10.66517,12.81761
"Expected years of schooling, male",SE.SCH.LIFE.MA,Aruba,ABW,..,12.98992,13.11017
"Expected years of schooling, male",SE.SCH.LIFE.MA,Australia,AUS,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Austria,AUT,14.3931198120117,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Azerbaijan,AZE,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,"Bahamas, The",BHS,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Bahrain,BHR,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Bangladesh,BGD,6.7808198928833,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Barbados,BRB,12.9123001098633,13.19966,14.11967
"Expected years of schooling, male",SE.SCH.LIFE.MA,Belarus,BLR,..,..,15.03246
"Expected years of schooling, male",SE.SCH.LIFE.MA,Belgium,BEL,13.963529586792,17.37361,18.14379
"Expected years of schooling, male",SE.SCH.LIFE.MA,Belize,BLZ,..,..,12.15327
"Expected years of schooling, male",SE.SCH.LIFE.MA,Benin,BEN,..,8.3523,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Bermuda,BMU,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Bhutan,BTN,..,..,11.59508
"Expected years of schooling, male",SE.SCH.LIFE.MA,Bolivia,BOL,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Bosnia and Herzegovina,BIH,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Botswana,BWA,..,12.57308,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Brazil,BRA,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,British Virgin Islands,VGB,..,14.03619,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Brunei Darussalam,BRN,..,13.1038,13.83148
"Expected years of schooling, male",SE.SCH.LIFE.MA,Bulgaria,BGR,11.9640798568726,12.63478,14.15768
"Expected years of schooling, male",SE.SCH.LIFE.MA,Burkina Faso,BFA,..,..,7.2364
"Expected years of schooling, male",SE.SCH.LIFE.MA,Burundi,BDI,5.07945013046265,..,10.66302
"Expected years of schooling, male",SE.SCH.LIFE.MA,Cabo Verde,CPV,..,..,12.43955
"Expected years of schooling, male",SE.SCH.LIFE.MA,Cambodia,KHM,..,8.44608,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Cameroon,CMR,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Canada,CAN,16.3124694824219,15.48006,14.71891
"Expected years of schooling, male",SE.SCH.LIFE.MA,Caribbean small states,CSS,11.4563798904419,11.3054504394531,12.19314
"Expected years of schooling, male",SE.SCH.LIFE.MA,Cayman Islands,CYM,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Central African Republic,CAF,6.82513999938965,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Central Europe and the Baltics,CEB,11.9554004669189,13.4299297332764,14.80023
"Expected years of schooling, male",SE.SCH.LIFE.MA,Chad,TCD,..,6.31728,8.09859
"Expected years of schooling, male",SE.SCH.LIFE.MA,Channel Islands,CHI,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Chile,CHL,..,13.25171,14.99477
"Expected years of schooling, male",SE.SCH.LIFE.MA,China,CHN,..,..,12.44832
"Expected years of schooling, male",SE.SCH.LIFE.MA,Colombia,COL,..,11.40323,13.59952
"Expected years of schooling, male",SE.SCH.LIFE.MA,Comoros,COM,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,"Congo, Dem. Rep.",COD,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,"Congo, Rep.",COG,11.8947696685791,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Costa Rica,CRI,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Cote d'Ivoire,CIV,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Croatia,HRV,..,12.15122,13.74206
"Expected years of schooling, male",SE.SCH.LIFE.MA,Cuba,CUB,11.8548603057861,12.23772,15.27015
"Expected years of schooling, male",SE.SCH.LIFE.MA,Curacao,CUW,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Cyprus,CYP,9.10937023162842,12.20832,13.94013
"Expected years of schooling, male",SE.SCH.LIFE.MA,Czech Republic,CZE,12.236120223999,13.82553,15.5241
"Expected years of schooling, male",SE.SCH.LIFE.MA,Denmark,DNK,13.8772497177124,15.71829,16.31552
"Expected years of schooling, male",SE.SCH.LIFE.MA,Djibouti,DJI,..,3.46558,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Dominica,DMA,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Dominican Republic,DOM,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Early-demographic dividend,EAR,9.15981960296631,9.65764999389648,11.10547
"Expected years of schooling, male",SE.SCH.LIFE.MA,East Asia & Pacific,EAS,9.64984035491943,10.5672597885132,12.34258
"Expected years of schooling, male",SE.SCH.LIFE.MA,East Asia & Pacific (excluding high income),EAP,9.42201042175293,10.2563104629517,12.11915
"Expected years of schooling, male",SE.SCH.LIFE.MA,East Asia & Pacific (IDA & IBRD),TEA,9.3924503326416,10.2341995239258,12.12323
"Expected years of schooling, male",SE.SCH.LIFE.MA,Ecuador,ECU,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,"Egypt, Arab Rep.",EGY,10.813759803772,..,12.12689
"Expected years of schooling, male",SE.SCH.LIFE.MA,El Salvador,SLV,..,11.77767,12.65874
"Expected years of schooling, male",SE.SCH.LIFE.MA,Equatorial Guinea,GNQ,..,8.22561,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Eritrea,ERI,..,7.44861,8.91728
"Expected years of schooling, male",SE.SCH.LIFE.MA,Estonia,EST,..,14.19842,15.43433
"Expected years of schooling, male",SE.SCH.LIFE.MA,Eswatini,SWZ,..,10.28193,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Ethiopia,ETH,..,5.23991,8.78976
"Expected years of schooling, male",SE.SCH.LIFE.MA,Euro area,EMU,13.9352502822876,15.5039701461792,16.10033
"Expected years of schooling, male",SE.SCH.LIFE.MA,Europe & Central Asia,ECS,12.6235904693604,13.6072101593018,14.74978
"Expected years of schooling, male",SE.SCH.LIFE.MA,Europe & Central Asia (excluding high income),ECA,..,11.9040803909302,13.60034
"Expected years of schooling, male",SE.SCH.LIFE.MA,Europe & Central Asia (IDA & IBRD),TEC,11.9006795883179,12.1025800704956,13.66336
"Expected years of schooling, male",SE.SCH.LIFE.MA,European Union,EUU,13.3890600204468,15.1711597442627,15.84004
"Expected years of schooling, male",SE.SCH.LIFE.MA,Faroe Islands,FRO,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Fiji,FJI,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Finland,FIN,14.3419904708862,17.01836,16.36339
"Expected years of schooling, male",SE.SCH.LIFE.MA,Fragile and conflict affected situations,FCS,7.03647994995117,7.5403299331665,9.79849
"Expected years of schooling, male",SE.SCH.LIFE.MA,France,FRA,13.8201704025269,14.71576,14.85352
"Expected years of schooling, male",SE.SCH.LIFE.MA,French Polynesia,PYF,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Gabon,GAB,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,"Gambia, The",GMB,..,..,7.98428
"Expected years of schooling, male",SE.SCH.LIFE.MA,Georgia,GEO,..,12.96152,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Germany,DEU,..,..,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Ghana,GHA,..,8.27221,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Gibraltar,GIB,..,11.03046,..
"Expected years of schooling, male",SE.SCH.LIFE.MA,Greece,GRC,12.415599822998,13.90449,16.7458
"Expected years of schooling, male",SE.SCH.LIFE.MA,Greenland,GRL,..,..,..
